start_time,end_time,sentence,filename
541.700s,542.900s,Like how long has it been now?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
559.200s,562.700s,How has that been for you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
579.900s,594.900s,"codependent. I've always been someone who worries about other people's happiness before I worry about my own and because there were are there still under still primarily because there are children involved I was Worried about you know, how are they going to get to school if I'm not driving them?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
594.700s,596.300s,How is Mike going to get to work?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
596.100s,597.300s,If I'm not driving them?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
597.100s,600.300s,How are all these things going to work?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
599.900s,602.700s,"If I'm not in the picture anymore, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
602.200s,620.300s,"And at some point I realized that I couldn't continue to live my life based on other people's happiness that I had to do it for myself and it was really really hard and I it it wasn't so much the decision of leaving him as it was the decision of actually leaving, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
620s,625.100s,That was the hardest part and yeah any phase in life when we're in our comfort zone?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
687s,699.100s,"That is my vessel are just I did have this fear though of what is life going to be like right when these walls aren't filled with all of these people, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
748.800s,749.600s,What did I do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
749.300s,752.500s,do? It was just how do I how do I move on from here?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
914.600s,918.600s,"I love the bonus round, but why Bumble not tender?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
933.700s,946.900s,"I have so much I could say about the dating game because I wouldn't even more from my brother's friends and I'm going from like My own girlfriends, I'm like girl, you fucking tell me you sent pictures like oh my God, you see pictures of your friend?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
947.900s,953.800s,"Oh, okay, you know stories that I hear ya like am I supposed to be sending pictures nodes?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1054.800s,1062.200s,"There's men but there's no there's not well like the worst is when you come across someone that you know, and you're like, Like is it like you're like you literally piss by me?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1129.400s,1135.400s,"Yeah, I literally feel like I'm the girl like like I'm my grandma and how do you use the bumper?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1161.300s,1166.400s,I met them solely on Bumble teach ya did you Facebook stalk them?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1192.800s,1200.700s,"Then you have to search and look for the red flags and their Facebook profile and then they get the clear and then you swipe, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1273.900s,1278.800s,"I've had random guys in my house and I'm like, oh my God, like, how am I not in my own freezer right now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1285.800s,1290.300s,So you have a bubble that once your bubble date next Saturday next Saturday?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1312.300s,1314.200s,Am I gonna have to be like a side pot?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1329.500s,1334.900s,Instagram now that I am single I am like but it's like what like what is your a hot commodity?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1334.300s,1335.800s,What do you mean? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1354.700s,1355.800s,What's the thirst trap?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1439.600s,1443s,Like I'm already half naked like what do you mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1501.600s,1503.800s,What is your other business that you were?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1573.600s,1576.700s,"Yeah, and of course when you bring the fuck out, what else do you do?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1630.900s,1631.500s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1643.100s,1655.100s,"And you know, I was just there to plant the seed right you made the decision, but it's so cool to look at your life and think you know, when we when we leave this world, you know, the money the money stays here, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1659.500s,1676.700s,"By me touching you allowed you to be your best version of yourself, which is allowed you to bless other people right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1693.100s,1699.700s,"Yeah, we all you know as children, you know when you used to wake up on a Saturday morning you thought like you could literally fly for real?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1701.500s,1702.900s,"I mean, we're all energy, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1808.600s,1820.700s,"Yeah, so actually hired Is that mentor and I started doing more work on my spirituality and really diving in deep to the parts of ourselves that we sometimes don't want to pull out right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
1878.500s,1882.800s,"Yeah, you know, you kind of hear these things like money is the root of all evil, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
2013.800s,2018s,podcast. What would it be bu and on the fuck out of it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\0S9WnkQoeVHlmeOzy5H98Q.json
0.000s,5.300s,is up guys?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
69.600s,72.100s,"It's everything you need, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
152.500s,154.300s,Like what do you want to do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
291.200s,293.300s,Like what are you doing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
300.800s,302.500s,"I'm like, what are you doing?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
494.500s,496.100s,"Whoo, What?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
598.400s,600.800s,"He goes out and lays on the couch and I'm like, you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
746.600s,748.300s,Who's that bitch?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
748s,749.900s,How do you know her you Facebook friends?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
749.600s,751.100s,Have you fucked her before?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
763.700s,765.200s,Can we talk about this?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
800s,807.500s,So we decided to get thrown off the balcony ha that shit's funny and now I'm like really upset and really You know what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
908.400s,912s,"Okay, what do you want girl?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
917.300s,919.200s,Should I believe those screenshots?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
969.200s,970.400s,What are you gonna do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
980.900s,984.600s,Get out by is a big what's going on?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1004.600s,1006.200s,know. Which ones do you want know?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1144.700s,1147.300s,So did Michaela we saw it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1146.900s,1148.900s,Fuck you for the record?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1218.300s,1221.700s,"Well, what about the dude see things up?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1340s,1340.900s,Where did you leave him?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
1689.500s,1694.600s,"And honestly, I'm that should I would do on the daily?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\2sw0lSYyGiOGLYbDEEOaLs.json
41.400s,51.700s,"Baby, what is up?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
160.400s,162.400s,So who am I to judge?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
204.400s,206.900s,What the fuck are you even doing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
607.200s,610.200s,"So, who are you trying to flex on right now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
628.800s,633.900s,"Daddy Matt, like who the fuck are you Mack Daddy Mac? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
682.900s,684.400s,What's your name?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
716.800s,719.700s,- social medias are your resume right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
783.800s,785.100s,I watch porn do you watch porn?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
814.300s,816s,Remember Vegas?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
925.100s,930.900s,Why didn't you why why did you do that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
930.200s,932.900s,Why couldn't you have at least paraphrased it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
932.800s,935s,Did you go to college you go to high school?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
934.300s,936.500s,Didn't they teach you about paraphrasing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
935.900s,943.300s,"If you're going to copy something at least paraphrase, you know change the words up do something like what the fuck?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1077.900s,1081.900s,And your Instagram photos?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1153.100s,1155s,What are you doing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1237.400s,1240.200s,What are you talking about your quote?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1404.900s,1418.600s,"It's for people sliding in so, why are we screenshotting a dude doing his absolute fucking up most best fucking attempt at sliding in?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1418.300s,1421.100s,Why are you putting them on blast in your story?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1420.800s,1425s,"Right now, why are you such a petty little bitch right now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1480.800s,1483.800s,Nene whatever why are you being rude?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1504s,1506.200s,You want to post them to your family? You,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1823.700s,1826.600s,"So I'm like, how do I get his attention?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1829.600s,1834s,"I was like, hey, are you at this concert that I'm at right now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1835.300s,1837.100s,Why do I have a twin?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1869.500s,1880.400s,"Idea of getting his attention was trying to like gauge his interest in me essentially like hey if you were here right now, like would you be talking to me essentially?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1888.700s,1892.800s,"But I want to know what he would say if he was like, what do you feed been like?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1921.700s,1930.400s,Like are you bitches is fucking crazy as me like at are you guys as weird as me or is there just actually something wrong with me and should I go?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
1986.700s,1996.900s,"Whatever on your Tinder and your Bumble they're literally Early swipe right swipe right swipe right swipe right swipe right swipe right swipe right swipe right swipe right swipe right swipe right swipe, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
2119.200s,2122s,How's your day today?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7FYWiETXp3UmoRorVMUpgh.json
108.100s,109.900s,Does it read that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
109.700s,112.900s,You must be abstinent until your kids move out?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
155.100s,156.700s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
346.400s,364s,"They felt put down that you didn't trust them and felt like, you know, maybe you're hooking up with other people and to that I say if I pull out a rubber which I have done pull out a rubber and the guys like oh my God, what do you have that the fuck you mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
367.600s,369.900s,What do you mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
410s,416.300s,"So that brings me to my next point no kids allowed, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
492.700s,495.200s,What do you knock it off?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
494.700s,495.800s,Never?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
573s,575.400s,Are you fucking kidding me?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
707.300s,711.200s,And now what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
768.700s,772.400s,"He's thinking about you we thinking about what he wants to eat, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
827s,829s,Do you need a drink are you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
828.900s,829.800s,Okay?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
995.800s,1001.800s,"We don't put up any that actually really look like okay, they look like us but you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
1041s,1041.700s,What's up?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MrgNsUzK1VlfjLyvOYzX\7spcslxvPbnIFvmFYb0gBw.json
303.100s,308.600s,Can you talk about the importance of your community? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
412.700s,421.800s,"Yeah, when the intention is like we're trying to continuously deliver on what the value is and what the what the what the promises and What made us dope?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
442.600s,443.400s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
548.100s,549.300s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
648.500s,650.800s,Are you serious promise you a pro?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
695.800s,702.300s,"It's like right reason, right if this one of them days, are they going to take me for no reason?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
701.500s,708.400s,So what is your trajectory music?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
715.300s,719.800s,"Them to like oh, well, what is it 14 year old kid into right now, which is weird to me in a way right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
719.500s,721.800s,"Because I'm like, where did we get?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
745.600s,749.100s,How do you navigate that like this question of relevancy?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
750.300s,751.200s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
875.700s,876.900s,"Wow, you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
876.800s,877.300s,what? I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
877.300s,884.600s,So it's like is the music the marketing vehicle for the brand really is that kind of like how you look at it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
884.300s,906.400s,"Um, I mean to me, I think that they're two separate there it is obviously they overlap is because you know for multiple reasons, you know, and I What what fuels the value of the brand is The Narrative of the story of like what Nipsey Hussle is what crush on Slauson is what actually took place in this parking lot? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
914.300s,916.700s,"Yeah, how realistic is that?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
917s,923.200s,"The reality of it is it's always going to exist in people's mind as Nipsey Hussle is called around to crush all day, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
956.100s,961.600s,Like is that your dad is that just like the neighborhood like going up?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
961.300s,964s,Like did you read something growing up?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
963.600s,965.600s,"You know, like what was it?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
1159.900s,1163.700s,"Yeah, because it's not it's not natural to be inspired seven days a week, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
1253.700s,1257.100s,"So powerfully make or break throughs, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\0C7pXiQUVWJFTCvz0GMOu5.json
165s,171.200s,"But what about our duties as delegate errs, our obligations as responsible leaders?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
176.400s,183.200s,How many podcasts do you get asked to do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
