start_time,end_time,sent_end_time,sentence,filename,category,inter_freq
249.500s,256s,256s,I actually think the question I want to encourage you to ask yourself or what are your values and what are you trying to achieve?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
1250.700s,1254.800s,1254.900s,what does it matter not what does it matter in a depressive way?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
160.400s,163.500s,163.500s,it him smokes or you smokes what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
530.800s,533.400s,533.700s,that is that the that is that who you want me to speak with?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
113.500s,118.500s,119.400s,who are we looking at my biological grandfather?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
241.800s,248.300s,248.300s,"think you're actually trying to make a decision about like, okay, but wait, could I like do it with his bungee?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_1962WYPEmmw0iAAbs6pIHT/7MF0dA12viHAhYExEqkNMU.json,Religion & Spirituality,0.00049
840.400s,854.400s,854.400s,"how do you think you're feeling socially because even introverted people need like social time to and so like checking in with each other and just asking like, how do you feel like how's your love tank with people like my friends?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_19dN5iZOFse5kqE6NRKCUr/15fXZcUfd0Iq34rMNggnJj.json,Religion & Spirituality,0.00142
939.700s,944.400s,944.400s,what does your circle of friends like consists of to make sense?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_19dN5iZOFse5kqE6NRKCUr/15fXZcUfd0Iq34rMNggnJj.json,Religion & Spirituality,0.00142
1072.700s,1079.500s,1079.700s,"we end up talking about like hey, how did you feel about the situation or what's happening at work?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_19dN5iZOFse5kqE6NRKCUr/15fXZcUfd0Iq34rMNggnJj.json,Religion & Spirituality,0.00142
456.600s,459.200s,459.400s,what's an encouragement you would share with them?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/9/show_19dN5iZOFse5kqE6NRKCUr/15fXZcUfd0Iq34rMNggnJj.json,Religion & Spirituality,0.00142
448.200s,454.800s,454.900s,does it mean whenever the Hoover High commission voted on map and all the nations of the world?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
1159.800s,1163.700s,1163.900s,how do we how do we attach that to you?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
532.500s,544.200s,544.400s,"even it so maybe the idea of behavior occurs every single Mission Berra whether you're talking about at the Torah, what are you talking about for the for watching Emma?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
660.600s,672.500s,672.700s,now coming those say Rabbi you have been such a blessing to the community this concept you have been a blessing does it mean that you gave blessings?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
910.200s,916.800s,916.800s,adopts that character trait for himself and he always thinks how can I be kind to those around me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
583.300s,587.400s,587.400s,answering why avraham before you track?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
269.900s,281.400s,281.400s,"idea one idea is that you have in the this I mean that we say, it'll have rahama lates hakurei Jakob but at the end of the Baraka, what does it say Miguel? Her",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/1p0VXQOqKjlIyJG6vhMruV.json,Religion & Spirituality,0.00025
1401.300s,1405.200s,1405.200s,you taught them something don't you think they built something on top of that?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
380.800s,384.200s,384.200s,do we call them that because you almost caricatural? You,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
375.700s,379.100s,379.200s,absolutely enormous on a football team?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
649.200s,653.700s,655.700s,would you want to keep them here Taro is the most stubborn?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
1244.100s,1249.800s,1250.600s,the reason why you were there what should they should be something that you take from there?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
756.900s,759.900s,759.900s,What do you do you rot know as soon as you find it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
1394.100s,1401.300s,1401.500s,dare you don't you think sometimes that Sons might have brought something interesting or new to the company?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
1127.300s,1131.800s,1132s,"you guys right there was a TV crew that went to Yeshiva fun of each, you know to the what?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/0WR29lgZYnwJ6jZ0pN7Tzg.json,Religion & Spirituality,0.00162
374.400s,376.400s,377.200s,main is what are you doing in the airport?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1216.100s,1222s,1222.400s,fascinating because although everyone is thinking what are you thinking the guys home all day and for himself?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1173.200s,1176.300s,1176.300s,"if you're a regular guy, what are you thinking about?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
626.800s,630.200s,631.300s,did he say to the man to make him calm down?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
493.500s,502.400s,503.300s,the this man who's telling resulted the story says I wanted you to know because the rich man and the story Was your father in law?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
620.800s,626.800s,627.200s,thought to myself What is it that the man said the sheliak of the hospitai?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1121.900s,1125.300s,1125.400s,going to be the one that's going to take that call?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1086.500s,1113.600s,1114.200s,"the great person there's a great story with the battle shemtob the but I think of I believe it was about shame talk about shame to was passing away might have been oblivious called me berdych of but they both share this in common and they would crying right before they pass this and why are you crying don't you know what you've done to change the world is of course, I have course I do and don't you know, you know that your achievements will you know will accompany you to heaven you go straight to God and then he says of course and they said so why are you crying?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1113.600s,1118.800s,1119.900s,says I'm crying because when I go Who's going to be the rabbi to the thieves?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1127s,1131.900s,1132.200s,going to be the one that think that gives them a second chance who's going to be the one that gives them respect?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
688.300s,695.100s,695.100s,do I tell you this story because forgiveness sometimes for something that goes wrong or someone that upsets you or hurts?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
747.800s,752.200s,752.200s,"of his sin with bilhah, what was the sin?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1179.100s,1187.900s,1187.900s,"are you hearing you hearing about the fact that they haven't stomping throughout that whole, you know, what do you expect from this person to do in fact in such a case?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/E/show_1eFmReBvBxxbjtU6UKMlvt/2QSByvGPDIeRhbK8Hf8XAA.json,Religion & Spirituality,0.00048
1252.600s,1255.900s,1256.400s,up with a bomber design in Last Jedi?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1nhfebFtoh0dMptCTBRifo/6jaY0Dk4s17QvNNCf94rSr.json,Science,0.00196
1822.600s,1831.300s,1831.400s,probably be more like just as dedicated thing just towards that like some sort of AI it's focused on that as opposed to device that does it right in your head or something?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1nhfebFtoh0dMptCTBRifo/6jaY0Dk4s17QvNNCf94rSr.json,Science,0.00196
2811.400s,2820.800s,2822s,"if you're not totally happy with AdSense on your site, or you have just some aversion to Google not Any of us have that here?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
131.900s,141.100s,141.100s,"was about a product and instead of looking at just the content on the page Google really pioneered different ranking signals and factors, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
1268.500s,1273.100s,1273.100s,have do you think they haven't they still have the reputation though?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
3246.800s,3249.600s,3250.100s,your what's your third third pic here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
2237.100s,2239.200s,2239.900s,that what it's called Big potting?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
773s,776.400s,776.400s,why would you ever allow people to link their your writers?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1Ng0k7EW7Le0cgvoTncM0z/0jFt7HDvjqjBiHfKEFeW0B.json,Business,0.00088
1271.300s,1274.500s,1274.500s,what does it even mean to be a dream Walker?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/3BR0L9OlJRImIspFm3DYXC.json,Religion & Spirituality,0.00024
1541.900s,1546.900s,1546.900s,are you are you like seeing it from another person's view?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/3BR0L9OlJRImIspFm3DYXC.json,Religion & Spirituality,0.00024
428.800s,436s,436.400s,"am I the way I am who taught me to be this way, or is this a whole nature versus nurture debate?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/4wG64YRfkTlhh07bXv0ZTs.json,Religion & Spirituality,0.00041
270.200s,273.100s,273.400s,you look how stupid we look at that picture?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/4wG64YRfkTlhh07bXv0ZTs.json,Religion & Spirituality,0.00041
1561.600s,1565.700s,1565.700s,"three, what clothes do you feel most comfortable in it?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/4wG64YRfkTlhh07bXv0ZTs.json,Religion & Spirituality,0.00041
1516.900s,1525.300s,1525.700s,"your dreams have changed over the years, but there is always the capability of tapping into what you Lee desire and what sets your soul on fire?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NYapdwaDYbvwht9veXDAK/4wG64YRfkTlhh07bXv0ZTs.json,Religion & Spirituality,0.00041
1611s,1626s,1626.100s,"you when you create that those platforms you could do things like that maximize your brain to fully exactly because a lot of people like I feel like some people probably might hear this episode and still be like, okay so Bill like what's the benefit of me becoming if I did?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
2270.200s,2276.800s,2279.500s,lot of people don't have and turns people off like why is it taking you 30 minutes to figure out how to book with you?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
2888s,2893.600s,2894s,question I have for you is what do you think about using those sites are platforms that bill?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
278.500s,290.300s,290.300s,um what that means they like what do you see the future of being a brand influencer like a few years from now do you think is going to become one of those things? I,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
3482.500s,3490.500s,3490.500s,"problem that's been helpful and before but before we let you go, do you mind giving out all your info?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
1984.600s,1999.100s,2001.800s,"what I was going to do some I know every each social media platform offers something different to it's on Users, but what would you say is the best social media platform right now for doing business?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
1000.300s,1026.500s,1029.400s,"once you like figure it out, like I said, it just makes things so much easier, you know things you want to do things that you don't do those just kind of a process of figuring out what you're really passionate about what you're good at and what you Want to focus on that might make a lot of sense and what what do you think are the biggest mistakes that people make when it comes to their brand the things that they do?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
3140.600s,3143.400s,3148.300s,do you feel like you obligated to do those things?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
1913.600s,1930.600s,1933.200s,was it like maybe like two weeks ago because I posted a photo on my Instagram that I actually took over a year ago and I was telling people that in terms of creating content you want to think long-term and your confidence and never expire?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
1179.600s,1184.500s,1184.700s,right out like what is your brand identity what and like stick to that all of your content?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
397.500s,402.300s,402.300s,there's no and is your service like is it a specific?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
662.300s,676.200s,678s,right so for like Instagram my question to you is what is the Instagram algorithm and how can someone on this ABT or tricking anything but how can someone just performing well on the algorithm?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
1903.600s,1909.700s,1910.100s,"yeah, I wanted to say that real quick you did you have any thoughts on that or?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/N/show_1NXUZYiTH4T38CBDv31uhL/3EZNH3p3jfX2eIFCWMpVkM.json,Business,0.00117
3655.100s,3659.700s,3659.700s,"getting it right Pokemon do have a chance to shine now obviously smoking has tears, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
1229.400s,1232.900s,1233.100s,was that Lord behind it gardi that you were telling me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
2401.100s,2409.700s,2409.700s,"I think it's going to be and after that like again if they if Z moves are my kids are actually not in the game because you know, the term replace is really loose like what does that mean?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
3102.900s,3106.300s,3106.300s,"like being able to battle new Pok̩mon in feel new experiences, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
2362.400s,2368s,2368.100s,"another thing about it is like it doesn't even if you No, was he moves coming?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
188.700s,197.200s,197.200s,"looks to be fairly populated with months and I don't know if we if you if you saw anything like that, but they have like the what is it?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
522.300s,528.100s,528.100s,"if it has to I hope it has a Scotland treatment because Stalin isn't anything ridiculous, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
644.900s,652.100s,652.100s,don't know if it has a hidden ability or if it has an alternative ability that could be utilized competitively right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
2969.600s,2972.300s,2972.500s,use does it have to actually send it to the game?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
3206.500s,3210.300s,3210.300s,actually did that even before the Pokemon were actually legal right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
1639.100s,1646.800s,1647s,"that only certain Pok̩mon got the treatment and they got better because of it, but what do you guys think about that both on Dynomax thing as a whole?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
2036.200s,2047s,2047.100s,it looks like you are gonna be able to Dynomax in that now the original question still do you guys think do any of you guys think that Megazords Emos are still going to be in the game or is Dinah maxing their way of saying?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
3662.900s,3675.800s,3675.900s,"you you there's top 10 Pokemon that people don't deviate from right you'll see Scissor on every team to see Latios and every team you'll see teams like that going every single time this Gives more Pokemon a chance to have the spotlight, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
3760.600s,3772s,3772.200s,"a it has contrary is it and contrary it was super power gives it some type of potential but it doesn't have any because of its base 60, you know all across the board everything right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
2387.300s,2394.600s,2394.600s,"I feel like it can be as dangerous as like Dynomax thing when you're making a dangerous sweeper, even bulkier, you know what I mean?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
1057.900s,1066s,1066.100s,"does get knocked off and it does get Branch poke now Branch poke kind of looks like their new grass punch type of thing, you know what I mean?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
3747.500s,3760.600s,3760.600s,"want out of this by the way, is that every Pokemon not just know the Dynomax is one of their ways of buffing it but every Pokemon they actually allow through if it's not already good, right it gets some type of buff and I always look at spindle, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
1239.200s,1247.300s,1247.300s,"and also a Dreadnought is a Dragon Eyes a reference to a type of boat, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/U/show_1U7ZaHAiJDCa01LB1UMA3B/2kwCz3SHRpmF7t4JJJytwQ.json,Society & Culture,0.00196
737.900s,741.400s,742.800s,is the source that were eating and drinking from?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_144aZaRiTBW0V053EU4mSk/1pO7casLAEjHzWsJEEjcYK.json,Religion & Spirituality,0.00067
1560.500s,1567.500s,1567.500s,"would just be really wouldn't that wouldn't that just streamline your life, but of course that goes against all medical advice, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_144aZaRiTBW0V053EU4mSk/1pO7casLAEjHzWsJEEjcYK.json,Religion & Spirituality,0.00067
1359.200s,1363.500s,1365.300s,because if our are there any school teachers here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_144aZaRiTBW0V053EU4mSk/1pO7casLAEjHzWsJEEjcYK.json,Religion & Spirituality,0.00067
1676.700s,1686.600s,1686.700s,is to receive him into us that he may be assimilated by us in the way of life now will the skip 2 3 the result of eating?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_144aZaRiTBW0V053EU4mSk/1pO7casLAEjHzWsJEEjcYK.json,Religion & Spirituality,0.00067
442.500s,450.100s,450.300s,means that the standard deal is that you receive options for that vest over?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_14K0GXwhoCsV356kaBiwRK/133bivqZsGMdW2dtv2FcgX.json,Business,0.00131
777.800s,782.200s,783.300s,"there's a lot of back and forth about this people are always worried, you know, what's the price?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_14K0GXwhoCsV356kaBiwRK/133bivqZsGMdW2dtv2FcgX.json,Business,0.00131
565.200s,570.400s,570.500s,"prevailing price was the price that is on The exercise price, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_14K0GXwhoCsV356kaBiwRK/133bivqZsGMdW2dtv2FcgX.json,Business,0.00131
1229.600s,1234.400s,1234.400s,"know this seems pedantic but there's an important topic and nobody will tell you the truth on this topic, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/4/show_14K0GXwhoCsV356kaBiwRK/133bivqZsGMdW2dtv2FcgX.json,Business,0.00131
204.900s,212.600s,212.700s,"the Very fact of the matter is this ladies and gentlemen, is that the Holy Spirit came and the purpose for the Holy Spirit?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/G/show_1GBix6vB2ZvHUvcoQXAPyf/7I5KPIEk4LSkNLye13iv4H.json,Religion & Spirituality,0.00101
427.400s,431.700s,431.900s,we celebrate everything but I celebrate the fact that he helps me to live right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/1/G/show_1GBix6vB2ZvHUvcoQXAPyf/7I5KPIEk4LSkNLye13iv4H.json,Religion & Spirituality,0.00101
